Job_ID,Company,Job_title,Job_simple,Max_Salary,Pay_Period,Location,Company_ID,Min_Salary,Work_Type,Remote_Allowed,Experience_Level,Compensation_Type,Normalized_Salary,skill,industry_name
3901388643,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Atlanta Metropolitan Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901388800,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Los Angeles Metropolitan Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901389241,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greater Chicago Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901389262,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greater Boston,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901389371,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Brooklyn, NY",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901390524,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Long Beach, CA",96139831,65000,Contract,1,null,BASE_SALARY,null,Research,Software Development
3901391072,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Fairfax, VA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901391187,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Buffalo-Niagara Falls Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901392127,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Omaha Metropolitan Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901392636,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Arlington, VA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901393469,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greater Sacramento,96139831,65000,Contract,1,null,BASE_SALARY,null,Research,Software Development
3901393644,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Santa Clara, CA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901395329,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Oakland, CA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901457333,Coders Data,Data Analyst,Data Analyst,75000,YEARLY,"Tampa, FL",14508644,65000,Full-time,1,Entry level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3901461025,Coders Data,Data Analyst,Data Analyst,75000,YEARLY,San Francisco Bay Area,14508644,65000,Full-time,1,Entry level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3901624928,Carpe,Data Analyst,Data Analyst,75000,YEARLY,"Durham, NC",25177185,65000,Full-time,0,null,BASE_SALARY,null,Analyst,Retail
3901631218,Brightly,Data Analyst,Data Analyst,75000,YEARLY,"Cary, NC",79992924,65000,Full-time,1,Entry level,BASE_SALARY,null,Information Technology,Software Development
3901632468,i2i Population Health,Data Analyst,Data Analyst,75000,YEARLY,"Tennessee, United States",855005,65000,Full-time,1,null,BASE_SALARY,null,Information Technology,Hospitals and Health Care
3901666135,Talent Groups,Azure Data Engineer,Data Engineer,75000,YEARLY,United States,51701268,65000,Full-time,1,Mid-Senior level,BASE_SALARY,null,Administrative,Staffing and Recruiting
3901675598,Unisys,Data Analyst,Data Analyst,75000,YEARLY,"Richmond, VA",1281,65000,Contract,0,Mid-Senior level,BASE_SALARY,null,Information Technology,Banking
3901681051,SMX,Data Analyst,Data Analyst,75000,YEARLY,"Jacksonville, FL",13011,65000,Full-time,0,Entry level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3901685711,"Global Technical Talent, an Inc. 5000 Company",Data Analyst,Data Analyst,75000,HOURLY,"Alameda, CA",19241,65000,Contract,0,Entry level,BASE_SALARY,106225.6,Information Technology,Staffing and Recruiting
3901689367,"Global Technical Talent, an Inc. 5000 Company",Data Analyst,Data Analyst,75000,YEARLY,"Inver Grove Heights, MN",19241,65000,Contract,0,Entry level,BASE_SALARY,null,Information Technology,Staffing and Recruiting
3901903592,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Fremont, CA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901935948,HTC Global Services,Data Analyst,Data Analyst,75000,YEARLY,"Orlando, FL",201351,65000,Full-time,0,Mid-Senior level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3901937219,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"San Jose, CA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901937364,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greater Houston,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901937686,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Raleigh-Durham-Chapel Hill Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901937718,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"San Antonio, Texas Metropolitan Area",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901937792,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Huntsville-Decatur-Albertville Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901938642,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Richmond, VA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901939552,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,San Diego Metropolitan Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901940674,LTIMindtree,Data Architect,Data Architect,75000,YEARLY,"Burbank, CA",86813252,65000,Contract,0,null,BASE_SALARY,null,Engineering,IT Services and IT Consulting
3901941046,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Arlington, TX",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901941571,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Sunnyvale, CA",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901942334,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,"Austin, Texas Metropolitan Area",96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901942346,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greensboro--Winston-Salem--High Point Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901942350,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greater Tampa Bay Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901943428,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Washington DC-Baltimore Area,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901945059,DataAnnotation,Data Analyst,Data Analyst,75000,YEARLY,Greater Pittsburgh Region,96139831,65000,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3901950460,Emeritus,Data Analyst,Data Analyst,100000,YEARLY,United States,10367223,80000,Full-time,1,Associate,BASE_SALARY,90000,Analyst,Higher Education
3901965519,Ehub Global Inc,Data Architect,Data Architect,75,YEARLY,"Denver, CO",79482021,70,Contract,0,Director,BASE_SALARY,72.5,Information Technology,IT Services and IT Consulting
3901992101,CARFAX,Data Analyst,Data Analyst,75000,YEARLY,"Centreville, VA",10616,65000,Full-time,0,Entry level,BASE_SALARY,null,Information Technology,Software Development
3902304004,TekJobs,Data Analyst,Data Analyst,75000,YEARLY,United States,74081323,65000,Full-time,1,null,BASE_SALARY,null,Information Technology,Software Development
3902338568,"Paramount Software Solutions, Inc",Data Analyst,Data Analyst,75000,YEARLY,"Seattle, WA",467038,65000,Contract,0,null,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3902340711,Randstad Digital,Data Analyst,Data Analyst,25,HOURLY,"Atlanta, GA",98396104,21,Contract,0,Associate,BASE_SALARY,47840,Information Technology,Retail
3902348719,Dexian,Data Entry Specialist,Data Entry,75000,HOURLY,United States,91447303,65000,Full-time,1,Associate,BASE_SALARY,37440,Customer Service,Hospitals and Health Care
3902355613,Qualitative Financials,Data Architect,Data Architect,75000,YEARLY,United States,79830368,65000,Contract,1,null,BASE_SALARY,null,Engineering,Information Technology & Services
3902360792,Kelly,Data Analyst,Data Analyst,75000,HOURLY,"Columbia, SC",2307,65000,Contract,0,Associate,BASE_SALARY,61880,Information Technology,Hospitals and Health Care
3902759405,Mastech Digital,Data Entry Specialist,Data Entry,22,HOURLY,"San Diego, CA",3684,20,Contract,0,Associate,BASE_SALARY,43680,Customer Service,Insurance
3902802384,Carallel,Data Analyst,Data Analyst,90000,YEARLY,United States,29121558,85000,Full-time,1,null,BASE_SALARY,87500,Information Technology,Hospitals and Health Care
3902830415,Millennium Corporation,Data Architect,Data Architect,0,MONTHLY,United States,529068,0,Full-time,1,Mid-Senior level,BASE_SALARY,null,Other,IT Services and IT Consulting
3902831531,Insight Global,Data Entry Specialist,Data Entry,45000,YEARLY,United States,11056,25000,Contract,1,Associate,BASE_SALARY,35000,Information Technology,Government Relations Services
3902858470,E-IT,Data Analyst,Data Analyst,0,MONTHLY,"Charlotte, NC",9211944,0,Contract,0,null,BASE_SALARY,null,Information Technology,Information Technology & Services
3902866592,Dexian,Data Analyst,Data Analyst,40,HOURLY,"Getzville, NY",91447303,38,Contract,0,null,BASE_SALARY,81120,Finance,Banking
3902873579,USCTEK - Recruiting & Staffing,Data Analyst,Data Analyst,0,MONTHLY,United States,13637042,0,Full-time,1,null,BASE_SALARY,null,Information Technology,"Technology, Information and Internet"
3902906828,NULL,Data Analyst,Data Analyst,0,MONTHLY,"Arlington, VA",NULL,0,Full-time,0,null,BASE_SALARY,null,Information Technology,NULL
3902919654,Nesco Resource,Data Architect,Data Architect,210000,YEARLY,United States,28014,150000,Full-time,1,Mid-Senior level,BASE_SALARY,180000,Analyst,Software Development
3902942603,ISITE TECHNOLOGIES,Data Architect,Data Architect,0,MONTHLY,United States,71607371,0,Full-time,1,null,BASE_SALARY,null,Information Technology,Information Services
3902946392,Jencap,Data Processor,Other,0,MONTHLY,"Atlanta, GA",15144146,0,Full-time,0,Entry level,BASE_SALARY,null,Administrative,Insurance
3903443496,Akkodis,Data Analyst,Data Analyst,70,HOURLY,"Akron, OH",79383535,60,Contract,1,Mid-Senior level,BASE_SALARY,135200,Analyst,IT Services and IT Consulting
3903444383,ClarisHealth,Data Analyst,Data Analyst,85000,YEARLY,United States,25074734,65000,Full-time,1,Mid-Senior level,BASE_SALARY,null,Information Technology,Hospitals and Health Care
3903449584,EWS,Data Architect,Data Architect,85000,YEARLY,"Jersey City, NJ",466903,65000,Full-time,0,null,BASE_SALARY,null,Engineering,IT Services and IT Consulting
3903450989,Straight Arrow News,Data Analyst,Data Analyst,120000,YEARLY,United States,71622423,110000,Full-time,1,Associate,BASE_SALARY,115000,Analyst,Broadcast Media Production and Distribution
3903454514,EPITEC,Data Analyst,Data Analyst,73,HOURLY,"Chicago, IL",25461,68,Contract,0,Mid-Senior level,BASE_SALARY,146640,Analyst,IT System Data Services
3903468188,Hotwire Communications Ltd,Data Analyst,Data Analyst,85000,YEARLY,"Raleigh, NC",262802,65000,Full-time,0,Entry level,BASE_SALARY,null,Information Technology,Telecommunications
3903469466,NMR Consulting,Data Analyst,Data Analyst,90000,YEARLY,"Huntsville, AL",83485,80000,Full-time,0,Associate,BASE_SALARY,85000,Administrative,IT Services and IT Consulting
3903482160,NLB Services,Data Architect,Data Architect,85000,YEARLY,"Dallas, TX",490432,65000,Full-time,0,null,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3903809575,Glocomms,Data Architect,Data Architect,85000,YEARLY,"Reston, VA",3123217,65000,Full-time,0,Mid-Senior level,BASE_SALARY,200000,Engineering,Security and Investigations
3903814368,Flock Safety,Data Analyst,Data Analyst,145000,YEARLY,United States,18021229,110000,Full-time,1,Entry level,BASE_SALARY,127500,Information Technology,Public Safety
3903814585,Robert Half,Data Entry Specialist,Data Entry,65000,YEARLY,"Union County, NJ",1681,55000,Full-time,0,Associate,BASE_SALARY,60000,Customer Service,Manufacturing
3903838215,Rang Technologies Inc,Data Entry Specialist,Data Entry,18,HOURLY,"Fort Myers, FL",2788204,18,Full-time,0,null,BASE_SALARY,37440,Administrative,IT Services and IT Consulting
3903844869,Primary Talent Partners,Data Entry Specialist,Data Entry,85000,YEARLY,"Fort Myers, FL",35495217,65000,Full-time,0,Entry level,BASE_SALARY,null,Administrative,Staffing and Recruiting
3903848583,Genpact,Data Analyst,Data Analyst,85000,YEARLY,"San Antonio, Texas Metropolitan Area",210064,65000,Full-time,0,Mid-Senior level,BASE_SALARY,null,Information Technology,Insurance
3904061708,TEKsystems,Data Entry Specialist,Data Entry,85000,YEARLY,"Phoenix, AZ",2152,65000,Full-time,0,Entry level,BASE_SALARY,null,Administrative,IT Services and IT Consulting
3904063212,TEKsystems,Data Entry Specialist,Data Entry,85000,YEARLY,"Phoenix, AZ",2152,65000,Full-time,0,Entry level,BASE_SALARY,null,Administrative,IT Services and IT Consulting
3904359777,Division Nine,Data Entry Specialist,Data Entry,85000,YEARLY,"Orlando, FL",2326194,65000,Full-time,0,null,BASE_SALARY,null,Administrative,Construction
3904380768,Chenega MIOS SBU,Data Analyst,Data Analyst,85000,YEARLY,"Alexandria, VA",1472684,65000,Full-time,0,Entry level,BASE_SALARY,null,Information Technology,Defense and Space Manufacturing
3904388514,Health Care Service Corporation,Data Analyst,Data Analyst,85000,YEARLY,"Richardson, TX",1075434,65000,Full-time,0,null,BASE_SALARY,null,Information Technology,Hospitals and Health Care
3904389545,Coders Data,Data Analyst,Data Analyst,85000,YEARLY,New York City Metropolitan Area,14508644,65000,Full-time,1,Entry level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3904509887,"Capital Staffing Solutions, Inc.",Data Entry Specialist,Data Entry,85000,YEARLY,"Rochester, MN",659023,65000,Full-time,0,null,BASE_SALARY,null,Other,Hospitals and Health Care
3904510164,Open Systems Technologies,Data Analyst,Data Analyst,85000,HOURLY,"New York, NY",11655,65000,Contract,0,Entry level,BASE_SALARY,99840,Information Technology,Staffing and Recruiting
3904517131,Collabera,Data Entry Specialist,Data Entry,85000,YEARLY,"Fairfax, VA",24440,65000,Contract,0,Entry level,BASE_SALARY,null,Administrative,Information Technology & Services
3904726091,Booz Allen Hamilton,Data Architect,Data Architect,70,HOURLY,"Hickam Village, HI",1403,60,Full-time,0,null,BASE_SALARY,null,Engineering,IT Services and IT Consulting
3904922248,AbbVie,Data Analyst,Data Analyst,70,HOURLY,"Mettawa, IL",1304385,60,Full-time,0,Entry level,BASE_SALARY,null,Legal,Pharmaceutical Manufacturing
3904949054,Apex Systems,Data Analyst,Data Analyst,70,HOURLY,"Richmond, VA",4787,60,Full-time,0,Entry level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3904955466,DataAnnotation,Data Analyst,Data Analyst,70,HOURLY,Denver Metropolitan Area,96139831,60,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3904957834,Coders Data,Data Analyst,Data Analyst,70,HOURLY,New York City Metropolitan Area,14508644,60,Full-time,1,Entry level,BASE_SALARY,null,Information Technology,IT Services and IT Consulting
3904964385,Matrix Finance and Accounting,Data Analyst,Data Analyst,55,HOURLY,"Bellevue, WA",479939,45,Contract,0,Mid-Senior level,BASE_SALARY,104000,Analyst,Data Infrastructure and Analytics
3904966260,DataAnnotation,Data Analyst,Data Analyst,70,HOURLY,Greater Orlando,96139831,60,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3904966927,Altum Solutions,Data Analyst,Data Analyst,70,HOURLY,"Columbia, South Carolina Metropolitan Area",20700988,60,Contract,0,Mid-Senior level,BASE_SALARY,68640,Analyst,IT System Data Services
3904967740,DataAnnotation,Data Analyst,Data Analyst,70,HOURLY,New York City Metropolitan Area,96139831,60,Contract,1,null,BASE_SALARY,null,Engineering,Software Development
3904978968,Cornerstone Building Brands,Data Analyst,Data Analyst,95000,YEARLY,"Kearney, MO",19158808,85000,Full-time,1,Associate,BASE_SALARY,90000,Administrative,Wholesale Building Materials
3904983911,Galactic Minds INC,Data Architect,Data Architect,70,HOURLY,"Houston, TX",92841605,60,Contract,0,Mid-Senior level,BASE_SALARY,null,Information Technology,Information Services
3904987065,Amtex Systems Inc.,Data Analyst,Data Analyst,70,HOURLY,"Juno Beach, FL",14699670,60,Full-time,0,Mid-Senior level,BASE_SALARY,null,Information Technology,Services for Renewable Energy
3905236036,Motion Recruitment,Data Analyst,Data Analyst,70,HOURLY,"Audubon, PA",5887,60,Contract,1,Entry level,BASE_SALARY,null,Analyst,Electric Power Generation
3905302037,"DMI (Digital Management, LLC)",Data Architect,Data Architect,70,HOURLY,"Maryland, United States",51648,60,Full-time,0,Mid-Senior level,BASE_SALARY,null,Engineering,Information Technology & Services
3905311477,Gravity IT Resources,Data Analyst,Data Analyst,40,HOURLY,"Juno Beach, FL",4854165,30,Contract,0,Mid-Senior level,BASE_SALARY,72800,Analyst,Services for Renewable Energy
3905874161,Aquarius Professional Staffing,Data Analyst,Data Analyst,70,HOURLY,"Indianapolis, IN",333785,60,Contract,0,Mid-Senior level,BASE_SALARY,null,Information Technology,Insurance
3906091847,Vertisystem,Data Analyst,Data Analyst,42,HOURLY,"Pennsylvania, United States",3009879,40,Contract,1,Mid-Senior level,BASE_SALARY,85280,Other,Utilities
3906096020,Infojini Inc,Data Analyst,Data Analyst,75000,YEARLY,"Greenville, SC",815009,68000,Contract,0,Associate,BASE_SALARY,null,Analyst,Automation Machinery Manufacturing
3906202151,Volto Consulting,Data Architect,Data Architect,160000,YEARLY,United States,81897394,150000,Full-time,1,Mid-Senior level,BASE_SALARY,155000,Consulting,IT Services and IT Consulting
3906230754,PrimePay,Data Analyst,Data Analyst,80000,YEARLY,"West Chester, PA",21408,60000,Full-time,1,Entry level,BASE_SALARY,70000,Information Technology,Software Development
3906246968,Cisco Meraki,Data Analyst,Data Analyst,86000,YEARLY,United States,92950,65000,Full-time,1,Entry level,BASE_SALARY,null,Information Technology,Computer Networking Products
3906249532,orangepeople,Data Analyst,Data Analyst,89,HOURLY,"Orlando, FL",2708565,84,Contract,0,Mid-Senior level,BASE_SALARY,179920,Information Technology,Entertainment Providers
